ISSN|Área|Titulo|Estrato|Ano Base
1517-0403|DIREITO|Revista do Direito (Uruguaiana)|C |2008
1807-958X|DIREITO|Revista do Direito da Energia|C |2008
1413-4543|DIREITO|Revista do Direito Imobiliário|B5|2008
1980-511X|DIREITO|Revista do Direito Público (Londrina)|B5|2008
1808-7353|DIREITO|Revista do Grupo Mídia e Etnia|C |2008
1517-1957|DIREITO|Revista do IBRAC|C |2008
0101-7950|DIREITO|Revista do IMESC|C |2008
1678-1864|DIREITO|Revista do Instituto de Hermenêutica Jurídica|B5|2008
1413-7100|DIREITO|Revista do Instituto de Pesquisas e Estudos|B4|2008
0100-1752|DIREITO|Revista do Instituto dos Advogados Brasileiros|C |2008
1981-1608|DIREITO|Revista do Instituto dos Advogados de Minas Gerais|C |2008
1415-7683|DIREITO|Revista do Instituto dos Advogados de São Paulo|C |2008
0104-5466|DIREITO|Revista do Instituto dos Advogados do Parana|C |2008
1677-5643|DIREITO|Revista do Instituto dos Magistrados do Ceará|C |2008
1677-0897|DIREITO|Revista do Instituto Histórico e Geográfico de Mato Grosso|C |2008
0103-4669|DIREITO|Revista do Instituto Historico e Geografico de Santa Catarina|C |2008
0101-4366|DIREITO|Revista do Instituto Histórico e Geographico Brazileiro|A2|2008
1677-1583|DIREITO|Revista do Mestrado em Direito|C |2008
1809-1873|DIREITO|Revista do Mestrado em Direito (UFAL)|C |2008
1980-8860|DIREITO|Revista do Mestrado em Direito UCB|C |2008
0870-6107|DIREITO|Revista do Ministério Público|C |2008
1808-3161|DIREITO|Revista do Ministério Público (Alagoas)|C |2008
1413-3873|DIREITO|Revista do Ministério Público (Rio de Janeiro)|C |2008
0101-6342|DIREITO|Revista do Ministério Público (Rio Grande do Sul)|C |2008
1809-5917|DIREITO|Revista do Ministério Público do Estado de Goiás|C |2008
1806-2598|DIREITO|Revista do Ministério Público do Estado de Sergipe|C |2008
1677-1060|DIREITO|Revista do Ministério Público do Estado do Maranhão|C |2008
1980-5535|DIREITO|Revista do Ministério Público do Estado do Pará|C |2008
1983-3229|DIREITO|Revista do Ministério Público do Trabalho|C |2008
1981-3457|DIREITO|Revista do Ministério Público do Trabalho do Mato Grosso do Sul|C |2008
1519-9142|DIREITO|Revista do Ministério Público do Trabalho do Rio Grande do Norte|C |2008
0103-6769|DIREITO|Revista do Ministerio Publico Militar|C |2008
1676-8396|DIREITO|Revista do NUPE (FDSM)|C |2008
0103-1090|DIREITO|Revista do Tribunal de Contas da Uniao|C |2008
0102-1052|DIREITO|Revista do Tribunal de Contas do Estado de Minas Gerais|C |2008
0101-7160|DIREITO|Revista do Tribunal de Contas do Estado do Paraná|C |2008
0101-7322|DIREITO|Revista do Tribunal de Contas. Estado do Mato Grosso do Sul|C |2008
0103-9105|DIREITO|Revista do Tribunal de Justica do Estado do Para (1963)|C |2008
0076-8855|DIREITO|Revista do Tribunal Regional do Trabalho 3. Regiao|C |2008
|DIREITO|Revista do Tribunal Regional do Trabalho da 12a. Região|C |2008
1679-8694|DIREITO|Revista do Tribunal Regional do Trabalho da 15. Região|C |2008
1519-4973|DIREITO|Revista do Tribunal Regional do Trabalho da 22. Região|C |2008
0100-1736|DIREITO|Revista do Tribunal Regional do Trabalho da 8a. Região|C |2008
0100-5448|DIREITO|Revista do Tribunal Regional do Trabalho da 9. Regiao|C |2008
0103-703X|DIREITO|Revista do Tribunal Regional Federal 1. Regiao|C |2008
0103-4758|DIREITO|Revista do Tribunal Regional Federal 5. Regiao|C |2008
1676-8973|DIREITO|Revista do Tribunal Regional Federal da 3. Região (CD-Rom)|C |2008
1414-0586|DIREITO|Revista do Tribunal Regional Federal da 3. Região (Impresso)|C |2008
0103-7978|DIREITO|Revista do Tribunal Superior do Trabalho|C |2008
1676-8663|DIREITO|Revista dos Acadêmicos de Direito UNESP|C |2008
1981-9684|DIREITO|Revista dos Estudantes de Direito da Universidade de Brasília|C |2008
1414-2902|DIREITO|Revista dos Juizados Especiais (Brasília)|C |2008
1413-8476|DIREITO|Revista dos Juizados Especiais (São Paulo)|C |2008
1516-6090|DIREITO|Revista dos Mestrandos em Direito Econômico da UFBA|C |2008
0034-9275|DIREITO|Revista dos Tribunais (São Paulo. Impresso)|B5|2008
1415-630X|DIREITO|Revista dos Tribunais. Cadernos de Direito Constitucional e Ciência Política|B5|2008
1415-6296|DIREITO|Revista dos Tribunais. Cadernos de Direito Tributário e Finanças Públicas|B5|2008
1695-0194|DIREITO|Revista Electrónica de Ciencia Penal y Criminología|C |2008
1696-4713|DIREITO|Revista Electrónica Iberoamericana Sobre Calidad, Eficacia y Cambio en Educación|C |2008
1983-6856|DIREITO|Revista Eletrônica Aprobatum|C |2008
1980-7570|DIREITO|Revista Eletrônica da Faculdade de Direito de Campos|C |2008
1983-4225|DIREITO|Revista Eletrônica da Faculdade de Direito de Franca|C |2008
1981-0377|DIREITO|Revista Eletrônica da Faculdade Metodista Granbery|C |2008
1808-494X|DIREITO|Revista Eletrônica de Ciências Jurídicas|C |2008
1678-8729|DIREITO|Revista Eletrônica de Direito do Centro Universitário Newton Paiva|C |2008
1982-7636|DIREITO|Revista Eletrônica de Direito Processual|C |2008
1980-7791|DIREITO|Revista Eletrônica Direito e Política|C |2008
1981-8386|DIREITO|Revista Eletrônica do CEJUR|C |2008
1981-3694|DIREITO|Revista Eletrônica do Curso de Direito da UFSM|C |2008
1983-747X|DIREITO|Revista Eletrônica Investidura|C |2008
1983-4640|DIREITO|Revista Eletrônica Jus Vigilantibus|C |2008
1806-6968|DIREITO|Revista Eletrônica Unibero de Produção Científica|C |2008
1808-7698|DIREITO|Revista EPD|C |2008
1807-6203|DIREITO|Revista ESMAFE|C |2008
1519-6186|DIREITO|Revista Espaço Acadêmico (UEM)|B2|2008
1981-318X|DIREITO|Revista Espaço da Sophia|C |2008
1983-1579|DIREITO|Revista Espaço do Currículo (Online)|C |2008
1137-8875|DIREITO|Revista Española de Desarrollo y Cooperación|B3|2008
1982-0445|DIREITO|Revista Factus (Online)|C |2008
0100-2813|DIREITO|Revista Faculdade de Direito (Caxias do Sul)|C |2008
0104-7043|DIREITO|Revista FAEEBA|C |2008
1806-7417|DIREITO|Revista FEMA|C |2008
1677-1362|DIREITO|Revista Filantropia|C |2008
1413-4675|DIREITO|Revista Filosofazer|C |2008
0718-1027|DIREITO|Revista Focus Eurolatino|B5|2008
0102-8413|DIREITO|Revista Forense (Impresso)|B5|2008
1678-6777|DIREITO|Revista Forense Eletrônica (CD-Rom)|C |2008
1980-6639|DIREITO|Revista Fórum CESA|C |2008
1809-3868|DIREITO|Revista FUNADESP|C |2008
1886-6212|DIREITO|Revista General de Derecho Constitucional (Internet)|A2|2008
1698-1189|DIREITO|Revista General de Derecho Penal|B5|2008
1677-9762|DIREITO|Revista Gestão do Conhecimento (Curitiba. Impresso)|C |2008
1809-8878|DIREITO|Revista Gestão Pública e Controle|C |2008
0101-5575|DIREITO|Revista HCPA (UFRGS. Impresso)|B5|2008
0718-4964|DIREITO|Revista Hispano Chilena Derecho Procesal Civil|B5|2008
1517-7602|DIREITO|Revista Humanae (Recife)|C |2008
1519-2032|DIREITO|Revista Ibero-Americana de Ciências Penais|C |2008
1518-4676|DIREITO|Revista Ibero-Americana de Direito Público|C |2008
1409-4312|DIREITO|Revista Iberoamericana de Derecho Público y Administrativo|C |2008
1679-2440|DIREITO|Revista Idéia Nova|C |2008
1518-594X|DIREITO|Revista IMES. Direito|C |2008
1518-8167|DIREITO|Revista Interdisciplinar de Direito|C |2008
1518-6768|DIREITO|Revista Interface|B5|2008
1516-0033|DIREITO|Revista Interfaces (UFRJ)|C |2008
1983-1811|DIREITO|Revista Internacional de Direito e Cidadania|C |2008
1806-583X|DIREITO|Revista Internacional de Direito Tributário|C |2008
1139-5885|DIREITO|Revista Internauta de Práctica Jurídica|C |2008
1809-7448|DIREITO|Revista IOB de Direito Administrativo|B5|2008
1809-7790|DIREITO|Revista IOB de Direito Civil e Processual Civil|B5|2008
1982-503X|DIREITO|Revista IOB de Direito da Família|B5|2008
1809-7804|DIREITO|Revista IOB de Direito Penal e Processual Penal|B5|2008
1809-757X|DIREITO|Revista IOB Trabalhista e Previdenciária|B5|2008
1808-2807|DIREITO|Revista Jurídica (Brasília)|B5|2008
0103-3506|DIREITO|Revista Jurídica (FIC)|B5|2008
1809-0699|DIREITO|Revista Jurídica (FIP)|C |2008
1517-7459|DIREITO|Revista Jurídica (Foz do Iguaçu)|C |2008
1415-255X|DIREITO|Revista Jurídica (FURB. Impresso)|C |2008
1982-4858|DIREITO|Revista Jurídica (FURB. Online)|C |2008
1519-4027|DIREITO|Revista Jurídica (Guarapuava)|C |2008
0103-3379|DIREITO|Revista Juridica (Porto Alegre. 1953)|B5|2008
0103-5622|DIREITO|Revista Jurídica (PUCCAMP)|C |2008
1984-0950|DIREITO|Revista Jurídica (Rio de Janeiro. 1933)|B5|2008
1678-9512|DIREITO|Revista Jurídica (Rio Verde)|C |2008
1677-6402|DIREITO|Revista Jurídica CESUMAR. Mestrado|B3|2008
1519-8065|DIREITO|Revista Jurídica Consulex|C |2008
1809-5836|DIREITO|Revista Jurídica da FA7|C |2008
1980-7430|DIREITO|Revista Jurídica da Faculdade de Direito (Faculdade Dom Bosco)|C |2008
1982-0860|DIREITO|Revista Jurídica da Faculdade União|C |2008
1806-3241|DIREITO|Revista Jurídica da FIC|C |2008
1808-5067|DIREITO|Revista Jurídica da Seção Judiciária do Estado da Bahia|C |2008
1807-1627|DIREITO|Revista Jurídica da UniFil|C |2008
1679-625X|DIREITO|Revista Jurídica das Faculdades Integradas Claretianas|C |2008
0326-7431|DIREITO|Revista Jurídica de Buenos Aires (1985)|B3|2008
1980-9662|DIREITO|Revista Jurídica do Ministério Público (João Pessoa. Impresso)|C |2008
0101-1235|DIREITO|Revista Jurídica do Ministério Público Catarinense|C |2008
1980-1580|DIREITO|Revista Jurídica do Ministério Público de Mato Grosso|C |2008
1982-6982|DIREITO|Revista Jurídica do Ministério Público do Estado do Amazonas|C |2008
1414-0101|DIREITO|Revista Jurídica dos Formandos em Direito da UFBA|C |2008
1807-023X|DIREITO|Revista Jurídica Eletrônica UniCOC (Online)|C |2008
1982-9914|DIREITO|Revista Jurídica Empresarial|C |2008
1980-8046|DIREITO|Revista Jurídica Fortium (Impresso)|C |2008
1413-2605|DIREITO|Revista Juridica in Verbis (UFRN)|C |2008
1808-6861|DIREITO|Revista Jurídica Logos|C |2008
1984-5405|DIREITO|Revista Jurídica On-line do Curso de Direito do Centro UNISAL de Lorena/SP|C |2008
1983-2036|DIREITO|Revista Jurídica Themis|C |2008
1983-5523|DIREITO|Revista Jurídica Tributária|B5|2008
1806-7603|DIREITO|Revista Jurídica Unicoc (Impresso)|C |2008
1517-9141|DIREITO|Revista Jurídica UNIDERP|C |2008
1516-7674|DIREITO|Revista Jurídica UNIGRAN|C |2008
1808-8074|DIREITO|Revista Juristas|C |2008
1807-779X|DIREITO|Revista Justiça & Cidadania|C |2008
1516-2567|DIREITO|Revista Kairós|C |2008
1414-4980|DIREITO|Revista Katálysis (Impresso)|B4|2008
1678-6742|DIREITO|Revista Latino-Americana de Estudos Constitucionais|B5|2008
1405-1311|DIREITO|Revista Latinoamericana de Estudios del Trabajo|B4|2008
8674-4437|DIREITO|Revista Letras Jurídicas|C |2008
0048-7813|DIREITO|Revista LTR|C |2008
1516-9154|DIREITO|Revista LTr. Legislação do Trabalho|C |2008
2175-1994|DIREITO|Revista Magister de Direito Ambiental e Urbanístico|C |2008
1807-0930|DIREITO|Revista Magister de Direito Civil e Processual Civil|B5|2008
1807-3395|DIREITO|Revista Magister de Direito Penal e Processual Penal|C |2008
1807-0949|DIREITO|Revista Magister de Direito Trabalhista e Previdenciário|B5|2008
1807-9970|DIREITO|Revista Magister Direito Empresarial, Concorrencial e do Consumidor|C |2008
0034-9860|DIREITO|Revista Marítima Brasileira|C |2008
1982-0127|DIREITO|Revista Mestrado em Direito (Online)|B5|2008
1808-513X|DIREITO|Revista Mestrado em Direito (UNIFIEO. Impresso)|B5|2008
1414-6304|DIREITO|Revista Múltipla (UPIS)|C |2008
1415-5192|DIREITO|Revista Nacional de Direito do Trabalho|C |2008
1517-1604|DIREITO|Revista Nacional de Direito e Jurisprudência|C |2008
1984-2627|DIREITO|Revista OABRJ|C |2008
1806-0420|DIREITO|Revista Opinião Jurídica (Fortaleza)|C |2008
1519-2547|DIREITO|Revista Paulista de Contabilidade|C |2008
1809-9459|DIREITO|Revista Perspectiva Jurídica (FGF)|C |2008
1011-0410|DIREITO|Revista Peruana de Ciencias Sociales|B5|2008
1991-1688|DIREITO|Revista Peruana de Derecho Procesal|B5|2008
1982-2928|DIREITO|Revista Philósophos|C |2008
1808-6462|DIREITO|Revista Pontes|C |2008
1809-3833|DIREITO|Revista PontoGov - Visão Democrática da Tecnologia|C |2008
0871-8563|DIREITO|Revista Portuguesa de Ciência Criminal|B4|2008
0873-9773|DIREITO|Revista Portuguesa de Direito do Consumo|B5|2008
0873-9129|DIREITO|Revista Portuguesa de Psicanálise|C |2008
1981-3813|DIREITO|Revista Preleção|C |2008
1415-3491|DIREITO|Revista Procuradoria-Geral do Município de Porto Alegre|C |2008
1519-549X|DIREITO|Revista Psicologia Política (Impresso)|B2|2008
1583-5197|DIREITO|Revista Româna de Drept al Mediului / Revue Roumaine de Droit de l'Environnement / Romanian Journal of Environmental Law|B5|2008
1519-1826|DIREITO|Revista Síntese de Direito Civil e Processual Civil|C |2008
1519-1818|DIREITO|Revista Síntese de Direito Penal e Processual Penal|C |2008
1809-2721|DIREITO|Revista Sociologia Jurídica|C |2008
1676-9724|DIREITO|Revista Temas Sociais em Expressão (URI)|B4|2008
1677-2784|DIREITO|Revista Trabalhista (Rio de Janeiro)|C |2008
1677-2911|DIREITO|Revista Trabalho & Ambiente|C |2008
1678-619X|DIREITO|Revista Transdisciplinar de Ciências Penitenciárias|C |2008
1807-6114|DIREITO|Revista Tribuna Jurídica|C |2008
1518-2711|DIREITO|Revista Tributária e de Finanças Públicas|C |2008
1518-2290|DIREITO|Revista Trilhas (UNAMA)|C |2008
1518-2010|DIREITO|Revista Trimestral de Direito Civil|B5|2008
8599-9911|DIREITO|Revista Trimestral de Direito Público|B5|2008
0101-7489|DIREITO|Revista Trimestral de Jurisprudência dos Estados|C |2008
1415-3580|DIREITO|Revista UNIARA|C |2008
1517-1612|DIREITO|Revista UNIFIEO|C |2008
1519-6178|DIREITO|Revista Urutágua (Online)|C |2008
0103-9989|DIREITO|Revista USP|B5|2008
1809-0443|DIREITO|Revista Versões|C |2008
1679-4524|DIREITO|Revista Virtu@l (Faculdades Milton Campos. Online)|C |2008
1980-2358|DIREITO|Revista Zênite de Direito Administrativo e LRF-IDAF|C |2008
1980-234X|DIREITO|Revista Zênite de Licitações e Contratos-ILC|C |2008
1679-9658|DIREITO|Revista:Universitas. Comunicação (UNICEUB)|C |2008
1982-2189|DIREITO|Revolução (Goiânia)|C |2008
1283-8446|DIREITO|Revue Européenne de Droit de l'Environnement|B4|2008
1010-8831|DIREITO|Revue Internationale de Droit Économique|A2|2008
0223-5404|DIREITO|Revue Internationale de Droit Pénal|A2|2008
0556-7963|DIREITO|Revue Juridique Thémis (1970)|B4|2008
1593-7135|DIREITO|RIFD. Rivista Internazionale di Filosofia del Diritto|A1|2008
0035-6182|DIREITO|Rivista di Diritto Processuale|A2|2008
0394-2287|DIREITO|Rivista Giuridica dell'Ambiente (Testo stampato)|B2|2008
1125-7105|DIREITO|Roma e America. Diritto Romano Comune|A2|2008
1983-5264|DIREITO|RSDE. Revista Semestral de Direito Empresarial|C |2008
1806-4779|DIREITO|Saneas (São Paulo)|C |2008
0102-8839|DIREITO|São Paulo em Perspectiva (Impresso)|B1|2008
1808-1592|DIREITO|Saúde e Direitos Humanos|B4|2008
0104-1290|DIREITO|Saúde e Sociedade (USP. Impresso)|C |2008
1256-1347|DIREITO|Science (Paris. 1936, Cessou em 1939)|B2|2008
0104-1770|DIREITO|Scientia (UNISINOS)|C |2008
0870-8185|DIREITO|Scientia Iuridica|B5|2008
1415-6490|DIREITO|Scientia Iuris (UEL)|B3|2008
1806-6526|DIREITO|Scintilla (FFSB)|C |2008
1138-9788|DIREITO|Scripta Nova (Barcelona)|B3|2008
1544-1245|DIREITO|Seattle Journal for Social Justice|B5|2008
1808-8023|DIREITO|Segurança Alimentar e Nutricional|C |2008
|DIREITO|Sem título|C |2008
1678-2313|DIREITO|Senatus (Senado Federal)|C |2008
0101-9562|DIREITO|Sequência (UFSC)|B5|2008
1022-0364|DIREITO|Serie Antropología|C |2008
1980-9859|DIREITO|Série Antropologia (Brasília. Impresso)|C |2008
1980-9867|DIREITO|Série Antropologia (Brasília. Online)|C |2008
1514-0075|DIREITO|Serie Estudios e Investigaciones - Secretaría de Extensión Universitaria. Facultad de Humanidades y Ciencias de la Educación, Unversidad Nacional de La Plata|C |2008
1809-9815|DIREITO|Sinais Sociais|C |2008
0103-4332|DIREITO|Sintese (Belo Horizonte. 1974)|B5|2008
0102-356X|DIREITO|Sintese (Brasília. 1983)|C |2008
1519-1834|DIREITO|Síntese Trabalhista|C |2008
0103-0620|DIREITO|Sociais e Humanas|C |2008
0049-089X|DIREITO|Social Science Research (Print)|B1|2008
0102-6992|DIREITO|Sociedade e Estado (UnB. Impresso)|B3|2008
1517-4522|DIREITO|Sociologias (UFRGS. Impresso)|A2|2008
1516-6058|DIREITO|Star Virgem|C |2008
1828-4973|DIREITO|Studi sulla Questione Criminale (Testo stampato)|B1|2008
0872-6043|DIREITO|Studia Juridica|C |2008
1809-1474|DIREITO|Suffragium (TRE-CE)|C |2008
1806-6445|DIREITO|Sur. Revista Internacional de Direitos Humanos (Impresso)|A2|2008
0103-7986|DIREITO|Synthesis (São Paulo, Cessou em 2008)|C |2008
1980-0231|DIREITO|Tabulae (Faculdade Vicentina)|C |2008
1048-3306|DIREITO|Tax Notes International|C |2008
1678-3697|DIREITO|TD. Teoria e Debate|B5|2008
0103-7374|DIREITO|Tecnologia Ambiental|C |2008
1519-9452|DIREITO|Tellus (UCDB)|C |2008
0103-8338|DIREITO|Tema (Sao Paulo. 1986)|B4|2008
1519-7972|DIREITO|Temas & Matizes (Impresso)|C |2008
0100-2406|DIREITO|Temas (São Paulo)|C |2008
0328-9680|DIREITO|Temas de Derecho Industrial y de la Competencia|B3|2008
0103-2070|DIREITO|Tempo Social (USP. Impresso)|B1|2008
0101-1669|DIREITO|Tendencias do Trabalho|C |2008
1721-8098|DIREITO|Teoria del Diritto e dello Stato (Testo stampato)|B4|2008
0104-0960|DIREITO|Teoria e Evidencia Economica (UPF)|C |2008
0104-0707|DIREITO|Texto & Contexto Enfermagem (UFSC. Impresso)|B2|2008
1415-4765|DIREITO|Texto para Discussão (IPEA. Brasília)|B1|2008
0256-6419|DIREITO|The FIEP Bulletin|B5|2008
0016-8076|DIREITO|The George Washington Law Review|A2|2008
1422-2213|DIREITO|The Journal of World Intellectual Property|B5|2008
1106-2142|DIREITO|Theseis (Athena)|A2|2008
1678-8508|DIREITO|Think (Porto Alegre)|C |2008
0103-0124|DIREITO|Trabalho em Revista (Impresso)|C |2008
1678-1007|DIREITO|Trabalho, Educação e Saúde (Impresso)|B5|2008
1807-9016|DIREITO|Trinolex (Franca. Online)|C |2008
1807-7358|DIREITO|Trinolex.com (Franca. Impresso)|C |2008
1124-3694|DIREITO|Uniform Law Review (Milano)|B5|2008
1518-8280|DIREITO|Unijus (Uberaba)|C |2008
1677-5856|DIREITO|UNImpacto|C |2008
0870-4252|DIREITO|Universidade de Coimbra. Faculdade de Direito. Boletim de Ciencias Economicas|B1|2008
1517-1779|DIREITO|Universidade e Sociedade (Brasília)|B4|2008
1677-2806|DIREITO|Universitária (Faculdades Integradas Toledo de Araçatuba)|B4|2008
1982-3924|DIREITO|Universitas Jurídica (UNIRP)|C |2008
1657-9267|DIREITO|Universitas Psychologica|B3|2008
1519-9045|DIREITO|Universitas/Jus (Impresso)|C |2008
1517-2570|DIREITO|UNOPAR Científica. Ciências Biológicas e da Saúde|C |2008
1517-9427|DIREITO|UNOPAR Científica. Ciências Jurídicas e Empresariais|C |2008
1413-1498|DIREITO|Ver a Educação (UFPA)|C |2008
1678-183X|DIREITO|Verba Juris (UFPB)|C |2008
1415-2533|DIREITO|Veredas (UFJF. Impresso)|C |2008
1806-3845|DIREITO|Veredas do Direito (Belo Horizonte)|C |2008
0506-7286|DIREITO|Verfassung und Recht in Ubersee|A2|2008
0042-3955|DIREITO|Veritas (Porto Alegre. Impresso)|B5|2008
1676-9090|DIREITO|Verve (PUCSP)|C |2008
1909-0528|DIREITO|Via Inveniendi et Ludicandi|C |2008
1809-4341|DIREITO|Vibrant (Florianópolis)|C |2008
1516-5450|DIREITO|Videtur (USP)|C |2008
0104-270X|DIREITO|Vidya (Santa Maria. Impresso)|C |2008
1982-7008|DIREITO|Virtù (Salvador)|C |2008
1808-9011|DIREITO|Virtú (UFJF)|B5|2008
1678-3425|DIREITO|Virtuajus (PUCMG)|C |2008
1982-5110|DIREITO|Vox Forensis (UNIPINHAL)|C |2008
1984-5863|DIREITO|Vox Juris (Rio de Janeiro)|C |2008
0960-0949|DIREITO|World Arbitration & Mediation Report|B5|2008
0930-861X|DIREITO|Zeitschrift fur Auslandisches und Internationales Arbeits- und Sozialrecht|A1|2008
1863-6470|DIREITO|Zeitschrift fur Internationale Strafrechtsdogmatik|A1|2008
