ISSN|area|titulo|estrato|anoBase
0360-4039|Interdisciplinar|Nursing (Jenkintown, Pa.)|B3|2008
1415-8264|Interdisciplinar|Nursing (São Paulo)|B3|2008
1172-1979|Interdisciplinar|Nursing New Zealand|B4|2008
1677-0234|Interdisciplinar|Nutrição Brasil|B5|2008
1676-2274|Interdisciplinar|Nutrição em Pauta|B4|2008
0212-1611|Interdisciplinar|Nutrición Hospitalaria|B1|2008
1519-8928|Interdisciplinar|Nutrire (São Paulo)|B3|2008
0899-9007|Interdisciplinar|Nutrition (Burbank, Los Angeles County, Calif.)|B1|2008
0271-5317|Interdisciplinar|Nutrition Research (New York, N.Y.)|B1|2008
0029-6643|Interdisciplinar|Nutrition Reviews|A2|2008
1516-8263|Interdisciplinar|O Guardador de Inutensílios|C |2008
1676-1235|Interdisciplinar|O Marrare (Impresso)|B4|2008
0104-7809|Interdisciplinar|O Mundo da Saúde (CUSC. Impresso)|B3|2008
1413-1129|Interdisciplinar|O Olho da História|B4|2008
0031-1057|Interdisciplinar|O Papel (São Paulo)|B4|2008
1519-5481|Interdisciplinar|O Público e o Privado (UECE)|C |2008
0104-6675|Interdisciplinar|O Que nos Faz Pensar (PUCRJ)|B1|2008
1415-1804|Interdisciplinar|O Social em Questão|B2|2008
1951-5995|Interdisciplinar|Obésité (Paris)|B5|2008
1930-7381|Interdisciplinar|Obesity (Silver Spring, Md.)|B1|2008

1071-7323|Interdisciplinar|Obesity Research (Cessou em 2005)|B1|2008
1930-7381||Obesity (Silver Spring, Md.)|B1|2008

0960-8923|Interdisciplinar|Obesity Surgery|B1|2008
0873-8831|Interdisciplinar|OBS. Publicação Trimestral do Observatório das Actividades Culturais|B5|2008
1646-5954|Interdisciplinar|Observatorio (OBS*)|B5|2008
1519-7670|Interdisciplinar|Observatório da Imprensa (São Paulo)|C |2008
1696-8352|Interdisciplinar|Observatorio de la Economía Latinoamericana|B4|2008
1515-3282|Interdisciplinar|Observatorio Social de América Latina|B1|2008
0029-7844|Interdisciplinar|Obstetrics and Gynecology (New York. 1953)|B1|2008
0964-5691|Interdisciplinar|Ocean & Coastal Management|A2|2008
1616-7341|Interdisciplinar|Ocean Dynamics (Print)|A2|2008
0001-4370|Interdisciplinar|Oceanology (Washington. 1965)|B1|2008
1909-7182|Interdisciplinar|Ocio y Sociedad|B5|2008
1519-7727|Interdisciplinar|Oculum Ensaios (PUCCAMP)|B2|2008
0375-0183|Interdisciplinar|Odonatologica (Utrecht)|B1|2008
1677-3888|Interdisciplinar|Odontologia Clínico-Científica (Impresso)|B4|2008
0029-8549|Interdisciplinar|Oecologia|A1|2008
1980-6442|Interdisciplinar|Oecologia Brasiliensis (Impresso)|B4|2008
1981-9366|Interdisciplinar|Oecologia Brasiliensis (Online)|B4|2008
1517-7726|Interdisciplinar|Oficina (Belo Horizonte)|B5|2008
1517-6029|Interdisciplinar|Oficina do Inconfidência (Ouro Preto)|B5|2008
0030-1299|Interdisciplinar|Oikos (Kobenhavn)|A2|2008
1808-0235|Interdisciplinar|Oikos (Rio de Janeiro)|B3|2008
0101-5273|Interdisciplinar|Oikos (Viçosa, Mg)|B2|2008
1519-8693|Interdisciplinar|Olam: Ciência & Tecnologia (Rio Claro. CD-Rom)|B4|2008
1982-7784|Interdisciplinar|Olam: Ciência & Tecnologia (Rio Claro. Online)|B4|2008
1517-0845|Interdisciplinar|Olhar (UFSCar)|B3|2008
1518-5648|Interdisciplinar|Olhar de Professor (UEPG. Impresso)|B4|2008
1517-1345|Interdisciplinar|Olho Mágico (UEL)|B4|2008
0305-0483|Interdisciplinar|Omega (Oxford)|A2|2008
1676-4285|Interdisciplinar|Online Brazilian Journal of Nursing|B2|2008
0196-1497|Interdisciplinar|Open-File Report (United States Geological Survey. 1978. Cessou em 1985)|B3|2008
0161-6420|Interdisciplinar|Ophthalmology (Rochester, Minn.)|A1|2008
0104-6276|Interdisciplinar|Opinião Pública (UNICAMP. Impresso)|B1|2008
1808-964X|Interdisciplinar|Opinio (ULBRA)|C |2008
0925-3467|Interdisciplinar|Optical Materials (Amsterdam. Print)|A2|2008
0030-4018|Interdisciplinar|Optics Communications (Print)|A2|2008
0146-9592|Interdisciplinar|Optics Letters|A1|2008
0030-4026|Interdisciplinar|Optik (Stuttgart)|B1|2008
0233-1934|Interdisciplinar|Optimization (Print)|B1|2008
1354-523X|Interdisciplinar|Oral Diseases|B1|2008
0902-0055|Interdisciplinar|Oral Microbiology and Immunology|B1|2008
1368-8375|Interdisciplinar|Oral Oncology (1997)|A2|2008
1079-2104|Interdisciplinar|Oral Surgery, Oral Medicine, Oral Pathology, Oral Radiology and Endodontics|B1|2008
1528-395X|Interdisciplinar|Oral Surgery, Oral Medicine, Oral Pathology, Oral Radiology and Endodontics (Online)|B1|2008
1981-4275|Interdisciplinar|Oralidades (USP)|B4|2008
0167-6830|Interdisciplinar|Orbit (Amsterdam)|B3|2008
0169-1368|Interdisciplinar|Ore Geology Reviews|B1|2008
1519-0110|Interdisciplinar|Org & Demo (Unesp. Marília)|B4|2008
0146-6380|Interdisciplinar|Organic Geochemistry|A2|2008
1523-7060|Interdisciplinar|Organic Letters (Print)|A1|2008
1807-1236|Interdisciplinar|Organicom (USP)|B3|2008
1413-585X|Interdisciplinar|Organizações & Sociedade (Impresso)|B2|2008
1517-3879|Interdisciplinar|Organizações Rurais e Agroindustriais (UFLA)|B2|2008
1355-7718|Interdisciplinar|Organized Sound (Cambridge. Print)|B3|2008
1026-4892|Interdisciplinar|Organohalogen Compounds|B4|2008
0970-020X|Interdisciplinar|Oriental Journal of Chemistry|B4|2008
1075-4377|Interdisciplinar|Ornitología Neotropical|B1|2008
0030-6053|Interdisciplinar|Oryx (Oxford. Print)|B1|2008
1806-0528|Interdisciplinar|Os Urbanitas (São Paulo)|B3|2008
1063-4584|Interdisciplinar|Osteoarthritis and Cartilage|A2|2008
0194-5998|Interdisciplinar|Otolaryngology and Head and Neck Surgery|B1|2008
1807-5002|Interdisciplinar|Outra Travessia (UFSC)|B3|2008
1808-8031|Interdisciplinar|Outros Tempos|B5|2008
1678-8419|Interdisciplinar|P@rtes (São Paulo)|B5|2008
0269-5022|Interdisciplinar|Paediatric and Perinatal Epidemiology (Print)|B1|2008
1526-0550|Interdisciplinar|Paediatric Respiratory Reviews (Online)|B2|2008
1526-0542|Interdisciplinar|Paediatric Respiratory Reviews (Print)|B1|2008
1982-1670|Interdisciplinar|Página 22 (FGV)|C |2008
1676-9627|Interdisciplinar|Paidéia (Belo Horizonte)|B4|2008
0103-863X|Interdisciplinar|Paidéia (USP. Ribeirao Preto. Impresso)|B1|2008
1524-9042|Interdisciplinar|Pain Management Nursing (Print)|A2|2008
1530-7085|Interdisciplinar|Pain Practice (Print)|B2|2008
0104-6098|Interdisciplinar|Paisagem e Ambiente|B2|2008
0031-0182|Interdisciplinar|Palaeogeography, Palaeoclimatology, Palaeoecology|A1|2008
1523-4495|Interdisciplinar|Palms (Lawrence, Kans.)|B4|2008
1669-3299|Interdisciplinar|Pampa (Santa Fe)|B5|2008
1809-9009|Interdisciplinar|Pan-American Journal of Aquatic Sciences|B4|2008
1519-1141|Interdisciplinar|Panorama da Aqüicultura|B5|2008
0031-1049|Interdisciplinar|Papéis Avulsos de Zoologia (USP.Museu de Zoologia. Impresso)|B2|2008
1516-9111|Interdisciplinar|Papers do NAEA (UFPA)|B2|2008
1982-0003|Interdisciplinar|Para Onde!? (UFRGS)|C |2008
1988-3439|Interdisciplinar|Paraninfo Digital|B5|2008
1252-607X|Interdisciplinar|Parasite (Paris)|B1|2008
0717-7704|Interdisciplinar|Parasitología Latinoamericana (Impresa)|B1|2008
0031-1820|Interdisciplinar|Parasitology (London. Print)|B1|2008
0932-0113|Interdisciplinar|Parasitology Research (1987. Print)|A2|2008
1413-9375|Interdisciplinar|Parcerias Estratégicas (Brasília)|B3|2008
1353-8020|Interdisciplinar|Parkinsonism & Related Disorders|B1|2008
1677-1893|Interdisciplinar|Participação (UnB)|C |2008
1695-7121|Interdisciplinar|Pasos (El Sauzal)|B1|2008
1012-7410|Interdisciplinar|Pasturas Tropicales|B4|2008
0031-3025|Interdisciplinar|Pathology (Sydney)|B1|2008
1219-4956|Interdisciplinar|Pathology Oncology Research|B1|2008
0344-0338|Interdisciplinar|Pathology, Research and Practice (Print)|B1|2008
1424-8832|Interdisciplinar|Pathophysiology of Haemostasis and Thrombosis (Print)|B1|2008
1518-305X|Interdisciplinar|Pátio (Porto Alegre. 1997)|B2|2008
0717-1501|Interdisciplinar|Patrimonio Cultural (Santiago. Impresa)|B3|2008
1806-700X|Interdisciplinar|Patrimônio: Lazer & Turismo (UNISANTOS)|B5|2008
1433-7541|Interdisciplinar|Pattern Analysis and Applications (Print)|A2|2008
0031-3203|Interdisciplinar|Pattern Recognition|A1|2008
1054-6618|Interdisciplinar|Pattern Recognition and Image Analysis|B3|2008
0167-8655|Interdisciplinar|Pattern Recognition Letters|A2|2008
1677-0595|Interdisciplinar|Pauta Geral|B5|2008
1676-0220|Interdisciplinar|PCH Notícias & SHP News|B5|2008
0101-3858|Interdisciplinar|Pediatria (São Paulo)|B5|2008
0103-2712|Interdisciplinar|Pediatria Atual (Rio de Janeiro)|C |2008
0031-3920|Interdisciplinar|Pediatria Moderna|B3|2008
0164-1263|Interdisciplinar|Pediatric Dentistry|B1|2008
0887-8994|Interdisciplinar|Pediatric Neurology|B1|2008
0031-3998|Interdisciplinar|Pediatric Research|A2|2008
1002-0160|Interdisciplinar|Pedosphere|B1|2008
1973-4905|Interdisciplinar|Pelviperineology (Testo Stampato)|C |2008
1415-5109|Interdisciplinar|Pensamento & Realidade|B5|2008
1982-3088|Interdisciplinar|Pensamento Plural (UNIFAE)|B5|2008
1514-044X|Interdisciplinar|Pensamiento de los Confines|C |2008
1679-494X|Interdisciplinar|Pensando Famílias|C |2008
1519-8464|Interdisciplinar|Pensar (UNIFOR)|B4|2008
1980-6183|Interdisciplinar|Pensar a Prática (Online)|B3|2008
1415-4676|Interdisciplinar|Pensar a Prática (UFG. Impresso)|B3|2008
1519-0412|Interdisciplinar|Pensar Contábil|B4|2008
1981-9404|Interdisciplinar|Pensata Animal|C |2008
0196-9781|Interdisciplinar|Peptides (New York, N.Y. 1980)|A2|2008
1980-6787|Interdisciplinar|Pequena Morte|B4|2008
1678-569X|Interdisciplinar|Percurso (Curitiba)|C |2008

1519-5589|Interdisciplinar|Percursos (UDESC)|B5|2008
1984-7246||PerCursos (Florianópolis. Online)|B5|2008

0031-5303|Interdisciplinar|Periodica Mathematica Hungarica (Print)|B3|2008
1806-0374|Interdisciplinar|Periódico Tchê Química (Impresso)|B5|2008
0101-2908|Interdisciplinar|Perspectiva (Erexim)|B4|2008
0102-5473|Interdisciplinar|Perspectiva (UFSC)|B1|2008
1808-575X|Interdisciplinar|Perspectiva Econômica (São Leopoldo. Online)|B5|2008
0100-039X|Interdisciplinar|Perspectiva Econômica (UNISINOS. Impresso)|B4|2008
0210-2331|Interdisciplinar|Perspectiva Escolar|B4|2008
0104-6454|Interdisciplinar|Perspectiva Filosofica (UFPE)|B3|2008
1575-8443|Interdisciplinar|Perspectivas Bioéticas|C |2008
1980-0193|Interdisciplinar|Perspectivas Contemporâneas|B4|2008
1413-9936|Interdisciplinar|Perspectivas em Ciência da Informação (Impresso)|B1|2008
1982-5501|Interdisciplinar|Perspectivas Online (Campos dos Goitacazes)|C |2008
1667-8311|Interdisciplinar|Perspectivas Regionales|C |2008
0101-3459|Interdisciplinar|Perspectivas: Revista de Ciências Sociais (UNESP. Araraquara. Impresso)|B1|2008
1020-5551|Interdisciplinar|Perspectives in Health (Print)|C |2008
0102-7603|Interdisciplinar|Pesquisa & Debate (PUCSP. 1985. Impresso)|B4|2008
1806-9029|Interdisciplinar|Pesquisa & Debate (São Paulo. 1985. Online)|B4|2008
1679-5830|Interdisciplinar|Pesquisa & Desenvolvimento Engenharia de Produção|B5|2008
0100-204X|Interdisciplinar|Pesquisa Agropecuária Brasileira (1977. Impressa)|A2|2008
1678-3921|Interdisciplinar|Pesquisa Agropecuária Brasileira (Online)|B1|2008
0104-9070|Interdisciplinar|Pesquisa Agropecuária Gaúcha|B4|2008
1517-6398|Interdisciplinar|Pesquisa Agropecuária Tropical (Impresso)|B3|2008
1519-0501|Interdisciplinar|Pesquisa Brasileira em Odontopediatria e Clínica Integrada (Impresso)|B4|2008
0100-0551|Interdisciplinar|Pesquisa e Planejamento Econômico (Rio de Janeiro)|B2|2008
1808-978X|Interdisciplinar|Pesquisa em Debate (São Paulo. 2004)|B4|2008
1980-1165|Interdisciplinar|Pesquisa em Educação Ambiental (UFSCar)|B2|2008
1414-8595|Interdisciplinar|Pesquisa Naval (SDM)|B4|2008
0101-7438|Interdisciplinar|Pesquisa Operacional (Impresso)|B1|2008
0100-736X|Interdisciplinar|Pesquisa Veterinária Brasileira (Impresso)|B1|2008
1809-8908|Interdisciplinar|Pesquisas e Práticas Psicossociais|B3|2008
1807-9806|Interdisciplinar|Pesquisas em Geociências (Online)|B2|2008
1518-2398|Interdisciplinar|Pesquisas em Geociências (UFRGS. Impresso)|B2|2008
1983-473X|Interdisciplinar|Pesquisas em Turismo e Paisagens Cársticas|C |2008
0373-840X|Interdisciplinar|Pesquisas. Botânica|B3|2008
1526-498X|Interdisciplinar|Pest Management Science (Print)|A2|2008
0103-7277|Interdisciplinar|Pesticidas (UFPR)|B4|2008
0048-3575|Interdisciplinar|Pesticide Biochemistry and Physiology|A2|2008
0101-5397|Interdisciplinar|Petro & Química|B4|2008
1091-6466|Interdisciplinar|Petroleum Science and Technology|B1|2008
1388-0209|Interdisciplinar|Pharmaceutical Biology|B1|2008
0973-1296|Interdisciplinar|Pharmacognosy Magazine|B5|2008
1734-1140|Interdisciplinar|Pharmacological Reports|B1|2008
1043-6618|Interdisciplinar|Pharmacological Research|A2|2008
0091-3057|Interdisciplinar|Pharmacology, Biochemistry and Behavior|A2|2008
1519-6917|Interdisciplinar|Philía (UERJ)|B5|2008
0962-8436|Interdisciplinar|Philosophical Transactions - Royal Society. Biological Sciences (Print)|A1|2008
1364-503X|Interdisciplinar|Philosophical Transactions - Royal Society. Mathematical, Physical and Engineering Sciences (Print)|A2|2008
0080-4614|Interdisciplinar|Philosophical Transactions of the Royal Society of London, Series A: Mathematical and Physical Sciences|B1|2008

1414-2236|Interdisciplinar|Philósophos (UFG. Cessou em 2000)|B2|2008
1982-2928||Revista Philósophos|B2|2008

1413-5787|Interdisciplinar|Phoinix (UFRJ)|B2|2008
0031-8655|Interdisciplinar|Photochemistry and Photobiology|A2|2008
0099-1112|Interdisciplinar|Photogrammetric Engineering and Remote Sensing|A2|2008
1549-5418|Interdisciplinar|Photomedicine and Laser Surgery|B1|2008
1415-6261|Interdisciplinar|Phronesis (PUCCAMP)|B4|2008
1519-1397|Interdisciplinar|Phyllomedusa (Belo Horizonte)|B4|2008

0031-8965|Interdisciplinar|Physica Status Solidi. A, Applied Research (Cessou em 2004)|B1|2008
1862-6300||Physica Status Solidi. A, Applications and Materials Science (Print)|B1|2008

0370-1972|Interdisciplinar|Physica Status Solidi. B, Basic Research|B1|2008

1610-1634|Interdisciplinar|Physica Status Solidi. C, Conferences and Critical Reviews (Cessou em 2005)|B3|2008
1862-6351||Physica Status Solidi. C, Current Topics in Solid State Physics (Print)|B3|2008

0378-4371|Interdisciplinar|Physica. A (Print)|A2|2008
0921-4526|Interdisciplinar|Physica. B, Condensed Matter (Print)|B1|2008
0921-4534|Interdisciplinar|Physica. C, Superconductivity (Print)|B1|2008
0167-2789|Interdisciplinar|Physica. D, Nonlinear phenomena (Print)|A2|2008
1679-9569|Interdisciplinar|Physicae (APGF)|B3|2008
1478-3975|Interdisciplinar|Physical Biology (Online)|B2|2008

1063-651X|Interdisciplinar|Physical Review E. (Cessou em 2000)|B1|2008

0031-9007|Interdisciplinar|Physical Review Letters (Print)|A1|2008
1050-2947|Interdisciplinar|Physical Review. A|A1|2008
1098-0121|Interdisciplinar|Physical Review. B, Condensed Matter and Materials Physics|A1|2008

0163-1829|Interdisciplinar|Physical Review. B, Condensed Matter. (Cessou 1997)|B1|2008

0556-2813|Interdisciplinar|Physical Review. C. Nuclear Physics (Print)|B1|2008
1550-7998|Interdisciplinar|Physical Review. D, Particles, Fields, Gravitation, and Cosmology|B1|2008

0556-2821|Interdisciplinar|Physical Review. D. Particles and fields (Cessou em 2003)|B1|2008
1550-7998||Physical review. D, Particles, Fields, Gravitation, and Cosmology|B1|2008

1095-3787|Interdisciplinar|Physical Review. E, Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics (Online)|B1|2008
1550-2376||Physical Review. E, Statistical, Nonlinear and Soft Matter Physics (Online)|B1|2008

1539-3755|Interdisciplinar|Physical Review. E, Statistical, Nonlinear, and Soft Matter Physics (Print)|A1|2008
0031-9155|Interdisciplinar|Physics in Medicine and Biology (Print)|A2|2008
1422-6944|Interdisciplinar|Physics in Perspective (Printed ed.)|B1|2008
0375-9601|Interdisciplinar|Physics Letters. A (Print)|A2|2008
0370-2693|Interdisciplinar|Physics Letters. B (Print)|A1|2008
1070-6631|Interdisciplinar|Physics of Fluids (1994)|A2|2008
1070-664X|Interdisciplinar|Physics of Plasmas|A2|2008
0031-9317|Interdisciplinar|Physiologia plantarum (Kobenhavn. 1948)|A2|2008
0031-9333|Interdisciplinar|Physiological Reviews|A1|2008
0031-9384|Interdisciplinar|Physiology & Behavior|B1|2008
1358-2267|Interdisciplinar|Physiotherapy Research International|B1|2008
0103-7331|Interdisciplinar|Physis (UERJ. Impresso)|B1|2008
0031-9422|Interdisciplinar|Phytochemistry|A2|2008
0944-7113|Interdisciplinar|Phytomedicine (Stuttgart)|B1|2008
0103-4138|Interdisciplinar|Planejamento e Politicas Publicas|B3|2008
0032-0633|Interdisciplinar|Planetary and Space Science|B1|2008
0032-079X|Interdisciplinar|Plant and Soil (Print)|A2|2008
0721-7714|Interdisciplinar|Plant Cell Reports (Print)|B1|2008
0167-6857|Interdisciplinar|Plant Cell, Tissue and Organ Culture (Print)|B1|2008
1573-5052|Interdisciplinar|Plant Ecology (Dordrecht. Online)|B1|2008
0032-0862|Interdisciplinar|Plant Pathology (Print)|B1|2008
0981-9428|Interdisciplinar|Plant Physiology and Biochemistry (Paris)|B1|2008
0168-9452|Interdisciplinar|Plant Science (Limerick)|A2|2008
0378-2697|Interdisciplinar|Plant Systematics and Evolution|A2|2008
0100-8358|Interdisciplinar|Planta Daninha (Impresso)|B2|2008
0741-3335|Interdisciplinar|Plasma Physics and Controlled Fusion (Print)|B1|2008
1808-3528|Interdisciplinar|Plástico Industrial|B3|2008
1020-0843|Interdisciplinar|PLEC News and Views|C |2008
1981-0865|Interdisciplinar|Plenarium (Brasília)|B4|2008
1519-9967|Interdisciplinar|Plenarium (João Pessoa)|B2|2008

1544-9173|Interdisciplinar|PLoS Biology (Cessou em 2006)|A1|2008
1545-7885||PLoS Biology (Online)|A1|2008

1935-2735|Interdisciplinar|Plos Neglected Tropical Diseases|A2|2008
1932-6203|Interdisciplinar|Plos One|B2|2008
1518-126X|Interdisciplinar|Plures. Humanidades (Ribeirão Preto)|B4|2008
1517-5677|Interdisciplinar|Poiesis (Niterói)|B3|2008
0716-8454|Interdisciplinar|Poiesis (Santiago)|B3|2008
1519-9150|Interdisciplinar|Poiesis (Unimontes)|B5|2008
0722-4060|Interdisciplinar|Polar Biology (Print)|A2|2008
1676-0727|Interdisciplinar|Polêm!ca|B2|2008
0104-687X|Interdisciplinar|Polifonia (UFMT)|B3|2008
1132-1202|Interdisciplinar|Polígonos (León)|B2|2008
0104-1428|Interdisciplinar|Polímeros (São Carlos. Impresso)|B1|2008
1807-3263|Interdisciplinar|Polimorfia (FAMUNM)|B5|2008
0717-6554|Interdisciplinar|Polis (Santiago. Impresa)|B2|2008
0104-2335|Interdisciplinar|Polis Publicacoes|C |2008
1677-4140|Interdisciplinar|Política & Sociedade|B2|2008
0104-8015|Interdisciplinar|Política & Trabalho (UFPB. Impresso)|B4|2008
1518-7446|Interdisciplinar|Política Democrática|B4|2008
0213-6856|Interdisciplinar|Política Exterior|B5|2008
1518-6660|Interdisciplinar|Política Externa (USP)|B2|2008
1203-9438|Interdisciplinar|Politique et Sociétés (Montréal)|B1|2008
1040-6638|Interdisciplinar|Polycyclic Aromatic Compounds (Print)|B1|2008
0277-5387|Interdisciplinar|Polyhedron|B1|2008
0032-3861|Interdisciplinar|Polymer (Guildford)|A1|2008
0170-0839|Interdisciplinar|Polymer Bulletin (Berlin. Print)|A2|2008
0141-3910|Interdisciplinar|Polymer Degradation and Stability|A2|2008
0032-3888|Interdisciplinar|Polymer Engineering and Science|A2|2008
0959-8103|Interdisciplinar|Polymer International|A2|2008
0142-9418|Interdisciplinar|Polymer Testing|A2|2008
0360-2559|Interdisciplinar|Polymer-Plastics Technology and Engineering (Softcover ed.)|B1|2008
1982-193X|Interdisciplinar|Ponta de Lança (UFS)|B4|2008
1813-4378|Interdisciplinar|Pontes Entre o Comércio e o Desenvolvimento Sustentável (Impresso)|C |2008
1982-4807|Interdisciplinar|Ponto-e-Vírgula (PUCSP)|B3|2008
1981-6766|Interdisciplinar|PontodeAcesso (UFBA)|B4|2008
0199-0039|Interdisciplinar|Population and Environment|A2|2008
1544-8444|Interdisciplinar|Population, Space and Place|A2|2008
1981-9544|Interdisciplinar|Portas (São Paulo)|C |2008
0267-5315|Interdisciplinar|Portuguese Studies|B1|2008
1057-1515|Interdisciplinar|Portuguese Studies Review|B2|2008
1518-9554|Interdisciplinar|Pós. Revista do Programa de Pós-Graduação em Arquitetura e Urbanismo da FAUUSP|B5|2008
