issn|area|titulo|estrato|classificacao
1692-715X|INTERDISCIPLINAR|Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud|B1|Atualizada em 2012
1856-8378|INTERDISCIPLINAR|Revista Latinoamericana de Estudios del Trabajo|B1|Atualizada em 2012
1028-2564|INTERDISCIPLINAR|Revista Latinoamericana de Mastología|B4|Atualizada em 2012
0120-0534|INTERDISCIPLINAR|Revista Latinoamericana de Psicologia|B1|Atualizada em 2012
1415-4714|INTERDISCIPLINAR|Revista Latinoamericana de Psicopatologia Fundamental|B1|Atualizada em 2012
1983-2192|INTERDISCIPLINAR|Revista LEVS (Marília)|B3|Atualizada em 2012
1518-8043|INTERDISCIPLINAR|Revista Liberato (Novo Hamburgo)|B5|Atualizada em 2012
1415-8817|INTERDISCIPLINAR|Revista Língua & Literatura|B3|Atualizada em 2012
2176-1825|INTERDISCIPLINAR|Revista Literária Borboletras|C|Atualizada em 2012
1808-5016|INTERDISCIPLINAR|Revista Literatura e Cultura (Rio de Janeiro)|B4|Atualizada em 2012
1983-7429|INTERDISCIPLINAR|Revista Litteris|B3|Atualizada em 2012
0048-7813|INTERDISCIPLINAR|Revista LTR|C|Atualizada em 2012
1516-9154|INTERDISCIPLINAR|Revista LTr. Legislação do Trabalho|B4|Atualizada em 2012
1646-401X|INTERDISCIPLINAR|Revista Lusofona de Educacao|B1|Atualizada em 2012
1645-7250|INTERDISCIPLINAR|Revista Lusófona de Educação|B1|Atualizada em 2012
1678-2577|INTERDISCIPLINAR|Revista Mackenzie de Educação Física e Esporte|B4|Atualizada em 2012
2175-1994|INTERDISCIPLINAR|Revista Magister de Direito Ambiental e Urbanístico|B4|Atualizada em 2012
1807-0949|INTERDISCIPLINAR|Revista Magister de Direito Trabalhista e Previdenciário|B5|Atualizada em 2012
1807-9970|INTERDISCIPLINAR|Revista Magister Direito Empresarial, Concorrencial e do Consumidor|C|Atualizada em 2012
2178-7956|INTERDISCIPLINAR|Revista Magistro|C|Atualizada em 2012
1518-6148|INTERDISCIPLINAR|Revista Mal-Estar e Subjetividade|B1|Atualizada em 2012
1519-5570|INTERDISCIPLINAR|Revista Marraio|B5|Atualizada em 2012
1415-7500|INTERDISCIPLINAR|Revista Mato-Grossense de Geografia|B4|Atualizada em 2012
1414-0543|INTERDISCIPLINAR|Revista Mediações (UEL)|B3|Atualizada em 2012
0716-8640|INTERDISCIPLINAR|Revista Médica Clínica Las Condes|C|Atualizada em 2012
0034-9887|INTERDISCIPLINAR|Revista Médica de Chile (Impresa)|B2|Atualizada em 2012
0103-880X|INTERDISCIPLINAR|Revista Médica de Minas Gerais (Belo Horizonte)|B3|Atualizada em 2012
1982-3584|INTERDISCIPLINAR|Revista Médica do Hospital São Marcos|C|Atualizada em 2012
2177-4129|INTERDISCIPLINAR|Revista Memória em Rede|B3|Atualizada em 2012
1808-513X|INTERDISCIPLINAR|Revista Mestrado em Direito (UNIFIEO. Impresso)|B5|Atualizada em 2012
1983-2745|INTERDISCIPLINAR|Revista Metais & Fundição Brasil|B5|Atualizada em 2012
1646-8104|INTERDISCIPLINAR|Revista Migrações|B2|Atualizada em 2012
1806-5988|INTERDISCIPLINAR|Revista Mineira de Contabilidade|B5|Atualizada em 2012
0104-8031|INTERDISCIPLINAR|Revista Mineira de Educacao Fisica (UFV)|B4|Atualizada em 2012
1808-589X|INTERDISCIPLINAR|Revista Mosaicum|B4|Atualizada em 2012
1808-6969|INTERDISCIPLINAR|Revista Multidisciplinar das Faculdades Integradas Pitágoras|B5|Atualizada em 2012
1414-6304|INTERDISCIPLINAR|Revista Múltipla (UPIS)|B5|Atualizada em 2012
1981-6332|INTERDISCIPLINAR|Revista Museu|B5|Atualizada em 2012
1413-4837|INTERDISCIPLINAR|Revista Nacional da Carne|B4|Atualizada em 2012
1983-6376|INTERDISCIPLINAR|Revista Nau|B5|Atualizada em 2012
1806-6755|INTERDISCIPLINAR|Revista NERA (UNESP)|B2|Atualizada em 2012
0124-1265|INTERDISCIPLINAR|Revista Neuropsicología, Neuropsiquiatría y Neurociencias|B3|Atualizada em 2012
0100-7653|INTERDISCIPLINAR|Revista Nordestina de Biologia|B5|Atualizada em 2012
1983-8344|INTERDISCIPLINAR|Revista Nordestina de Ecoturismo|B5|Atualizada em 2012
1808-7663|INTERDISCIPLINAR|Revista Nordestina de Zoologia|B3|Atualizada em 2012
1981-3805|INTERDISCIPLINAR|Revista Novos Horizontes|B5|Atualizada em 2012
0102-5864|INTERDISCIPLINAR|Revista Novos Rumos|B5|Atualizada em 2012
2175-7429|INTERDISCIPLINAR|Revista NUPEM|B2|Atualizada em 2012
0718-3119|INTERDISCIPLINAR|Revista Observatorio de Juventud|B5|Atualizada em 2012
1981-125X|INTERDISCIPLINAR|Revista Observatório Itaú Cultural|B5|Atualizada em 2012
0102-9460|INTERDISCIPLINAR|Revista Odonto Ciência (PUCRS. Impresso)|B2|Atualizada em 2012
2176-3216|INTERDISCIPLINAR|Revista Ouricuri|B5|Atualizada em 2012
1808-4478|INTERDISCIPLINAR|Revista Outros Sertões|B5|Atualizada em 2012
1808-7280|INTERDISCIPLINAR|Revista Palmares (Brasília)|B5|Atualizada em 2012
2176-6215|INTERDISCIPLINAR|Revista Pan-Amazônica de Saúde|B4|Atualizada em 2012
1679-7140|INTERDISCIPLINAR|Revista Panamericana de Infectología|B3|Atualizada em 2012
1020-4989|INTERDISCIPLINAR|Revista Panamericana de Salud Pública (Impresa) / Pan American Journal of Public Health (Impresa)|B1|Atualizada em 2012
2175-3318|INTERDISCIPLINAR|Revista Pandora|B5|Atualizada em 2012
0556-6916|INTERDISCIPLINAR|Revista Paranaense de Desenvolvimento|B4|Atualizada em 2012
1514-5999|INTERDISCIPLINAR|Revista Patagónica de Filosofía|B2|Atualizada em 2012
0100-8889|INTERDISCIPLINAR|Revista Paulista de Enfermagem|B2|Atualizada em 2012
0100-705X|INTERDISCIPLINAR|Revista Paulista de Odontologia|B4|Atualizada em 2012
0103-0582|INTERDISCIPLINAR|Revista Paulista de Pediatria|B2|Atualizada em 2012
1809-1865|INTERDISCIPLINAR|Revista Pavimentação|B3|Atualizada em 2012
1982-7318|INTERDISCIPLINAR|Revista Pedagogia Cotidiano Ressignificado|C|Atualizada em 2012
1415-8175|INTERDISCIPLINAR|Revista Pedagógica (Unochapecó. Impresso)|B4|Atualizada em 2012
1982-2596|INTERDISCIPLINAR|Revista Pensamento Contemporâneo em Administração (UFF)|B3|Atualizada em 2012
1983-9707|INTERDISCIPLINAR|Revista Perspectiva|B4|Atualizada em 2012
1983-9782|INTERDISCIPLINAR|Revista Pesquisa & Iniciação Científica - Amapá|C|Atualizada em 2012
1806-485X|INTERDISCIPLINAR|Revista Pesquisa e Extensão em Saúde (UNESC)|B5|Atualizada em 2012
0101-8876|INTERDISCIPLINAR|Revista Pesquisa e Tecnologia FEI|B5|Atualizada em 2012
1809-0257|INTERDISCIPLINAR|Revista Pesquisa Qualitativa|B5|Atualizada em 2012
0329-5001|INTERDISCIPLINAR|Revista Petroquímica, Petróleo, Gas & Química|B3|Atualizada em 2012
1413-6457|INTERDISCIPLINAR|Revista Philologus|B4|Atualizada em 2012
1982-2928|INTERDISCIPLINAR|Revista Philósophos|B2|Atualizada em 2012
2175-7801|INTERDISCIPLINAR|Revista Physis|C|Atualizada em 2012
1666-0579|INTERDISCIPLINAR|Revista Pilquen. Sección Ciencias Sociales|B3|Atualizada em 2012
1984-3755|INTERDISCIPLINAR|Revista Pistis & Praxis|B1|Atualizada em 2012
1806-2776|INTERDISCIPLINAR|Revista PJ:Br|B5|Atualizada em 2012
1517-4948|INTERDISCIPLINAR|Revista Plurais (Campo Mourão)|B5|Atualizada em 2012
1808-6462|INTERDISCIPLINAR|Revista Pontes|B5|Atualizada em 2012
2178-3454|INTERDISCIPLINAR|REVISTA PORTAL de Divulgação|C|Atualizada em 2012
1646-8082|INTERDISCIPLINAR|Revista Portuguesa de Bioética|B5|Atualizada em 2012
1645-5584|INTERDISCIPLINAR|Revista Portuguesa de Ciência das Religiões|B3|Atualizada em 2012
1645-0523|INTERDISCIPLINAR|Revista Portuguesa de Ciências do Desporto|B1|Atualizada em 2012
0871-9187|INTERDISCIPLINAR|Revista Portuguesa de Educação|B1|Atualizada em 2012
0870-5283|INTERDISCIPLINAR|Revista Portuguesa de Filosofia|A2|Atualizada em 2012
0874-0321|INTERDISCIPLINAR|Revista Portuguesa de Humanidades|B1|Atualizada em 2012
0870-418X|INTERDISCIPLINAR|Revista Portuguesa de Pedagogia|B3|Atualizada em 2012
0873-2159|INTERDISCIPLINAR|Revista Portuguesa de Pneumologia|B2|Atualizada em 2012
1645-4464|INTERDISCIPLINAR|Revista Portuguesa e Brasileira de Gestão (Lisboa)|B1|Atualizada em 2012
1677-2067|INTERDISCIPLINAR|Revista Portuguesa e Brasileira de Gestão (Rio de Janeiro)|B2|Atualizada em 2012
1983-4527|INTERDISCIPLINAR|Revista Pós Ciências Sociais|B2|Atualizada em 2012
9405-1550|INTERDISCIPLINAR|Revista Presença|C|Atualizada em 2012
1981-8521|INTERDISCIPLINAR|Revista Processos Químicos|B5|Atualizada em 2012
1676-1901|INTERDISCIPLINAR|Revista Produção Online|B2|Atualizada em 2012
1519-0919|INTERDISCIPLINAR|Revista Profissão Docente|B5|Atualizada em 2012
2178-6283|INTERDISCIPLINAR|Revista Projeção, Direito e Sociedade|C|Atualizada em 2012
2175-0521|INTERDISCIPLINAR|Revista Psicologia & Comunidade|B5|Atualizada em 2012
2177-093X|INTERDISCIPLINAR|Revista Psicologia e Saúde|B4|Atualizada em 2012
1519-549X|INTERDISCIPLINAR|Revista Psicologia Política|B2|Atualizada em 2012
1984-6657|INTERDISCIPLINAR|Revista Psicologia: Organizações e Trabalho|B2|Atualizada em 2012
1870-4115|INTERDISCIPLINAR|Revista Pueblos y Frontera Digital|C|Atualizada em 2012
1809-3264|INTERDISCIPLINAR|Revista Querubim|B5|Atualizada em 2012
1806-3764|INTERDISCIPLINAR|Revista Química & Tecnologia (UNICAP)|B4|Atualizada em 2012
1807-166X|INTERDISCIPLINAR|Revista Racine (São Paulo)|B5|Atualizada em 2012
1808-981X|INTERDISCIPLINAR|Revista Raízes e Amidos Tropicais|B5|Atualizada em 2012
2077-9445|INTERDISCIPLINAR|Revista Redbioetica/UNESCO|B4|Atualizada em 2012
0101-8140|INTERDISCIPLINAR|Revista Regional de Araçatuba - Associação Paulista de Cirurgiões Dentistas|B4|Atualizada em 2012
0102-8863|INTERDISCIPLINAR|Revista Rio de Janeiro|B3|Atualizada em 2012
0210-5020|INTERDISCIPLINAR|Revista Rol. de Enfermería|B2|Atualizada em 2012
1454-8100|INTERDISCIPLINAR|Revista Româna de Comunicare si Relatii Publice|B5|Atualizada em 2012
1982-8055|INTERDISCIPLINAR|Revista Sarará|C|Atualizada em 2012
1516-5787|INTERDISCIPLINAR|Revista Saúde e Ambiente (UFMT)|B5|Atualizada em 2012
1518-756X|INTERDISCIPLINAR|Revista Saúde e Ambiente (UNIVILLE)|B4|Atualizada em 2012
1809-0761|INTERDISCIPLINAR|Revista Saúde.com|B4|Atualizada em 2012
1984-5804|INTERDISCIPLINAR|Revista Science Institute|B5|Atualizada em 2012
1516-0629|INTERDISCIPLINAR|Revista sem Terra|B4|Atualizada em 2012
1414-4425|INTERDISCIPLINAR|Revista SOBECC (São Paulo)|B3|Atualizada em 2012
1657-6357|INTERDISCIPLINAR|Revista Sociedad y Economía|B4|Atualizada em 2012
1809-2721|INTERDISCIPLINAR|Revista Sociologia Jurídica|B3|Atualizada em 2012
1809-3957|INTERDISCIPLINAR|Revista SODEBRAS|B4|Atualizada em 2012
1676-0468|INTERDISCIPLINAR|Revista Solta a Voz|B5|Atualizada em 2012
1676-4579|INTERDISCIPLINAR|Revista Spei (Curitiba)|B5|Atualizada em 2012
1678-1252|INTERDISCIPLINAR|Revista STREM|B5|Atualizada em 2012
1679-8775|INTERDISCIPLINAR|Revista Sul-Americana de Filosofia e Educação|B1|Atualizada em 2012
0718-8854|INTERDISCIPLINAR|Revista Sustentabilidade|C|Atualizada em 2012
1676-1995|INTERDISCIPLINAR|Revista Tamoios|B3|Atualizada em 2012
1518-5540|INTERDISCIPLINAR|Revista Technologia (Canoas)|B5|Atualizada em 2012
2175-5302|INTERDISCIPLINAR|Revista Técnico-Científica (IFSC)|C|Atualizada em 2012
0101-8191|INTERDISCIPLINAR|Revista Tecnologia (UNIFOR)|B5|Atualizada em 2012
1516-9197|INTERDISCIPLINAR|Revista Tecnologia da Informação|B5|Atualizada em 2012
1809-0044|INTERDISCIPLINAR|Revista Tecnologia e Sociedade|B4|Atualizada em 2012
1984-3526|INTERDISCIPLINAR|Revista Tecnologia e Sociedade|B4|Atualizada em 2012
1679-169X|INTERDISCIPLINAR|Revista Tecnologia e Tendências|B4|Atualizada em 2012
1984-4751|INTERDISCIPLINAR|Revista Tecnologias na Educação|B5|Atualizada em 2012
1517-8048|INTERDISCIPLINAR|Revista Tecnológica (UEM)|B5|Atualizada em 2012
1982-0305|INTERDISCIPLINAR|Revista Teias (UERJ. Online)|B2|Atualizada em 2012
1549-2230|INTERDISCIPLINAR|Revista Teknokultura|B4|Atualizada em 2012
1983-6597|INTERDISCIPLINAR|Revista Tempos e Espaços em Educação|B5|Atualizada em 2012
1515-6443|INTERDISCIPLINAR|Revista Theomai (En línea)|B2|Atualizada em 2012
1677-2784|INTERDISCIPLINAR|Revista Trabalhista (Rio de Janeiro)|B5|Atualizada em 2012
1677-2911|INTERDISCIPLINAR|Revista Trabalho & Ambiente|C|Atualizada em 2012
1981-4674|INTERDISCIPLINAR|Revista Trama (UNIOESTE. Online)|B2|Atualizada em 2012
1647-8703|INTERDISCIPLINAR|Revista Transdisciplinar de Gerontologia|B5|Atualizada em 2012
1808-169X|INTERDISCIPLINAR|Revista Três [...] Pontos (UFMG)|B4|Atualizada em 2012
1518-2711|INTERDISCIPLINAR|Revista Tributária e de Finanças Públicas|B3|Atualizada em 2012
1518-2290|INTERDISCIPLINAR|Revista Trilhas (UNAMA)|B5|Atualizada em 2012
1518-2010|INTERDISCIPLINAR|Revista Trimestral de Direito Civil|B5|Atualizada em 2012
1982-4831|INTERDISCIPLINAR|Revista Trópica - Ciências Agrárias e Biológicas|B5|Atualizada em 2012
1519-4744|INTERDISCIPLINAR|Revista Turismo & Desenvolvimento|B3|Atualizada em 2012
1645-9261|INTERDISCIPLINAR|Revista Turismo & Desenvolvimento|B3|Atualizada em 2012
1984-4867|INTERDISCIPLINAR|Revista Turismo em Análise|B3|Atualizada em 2012
1984-2066|INTERDISCIPLINAR|Revista Udesc Virtu@l|B5|Atualizada em 2012
1677-9037|INTERDISCIPLINAR|Revista UFG|C|Atualizada em 2012
2179-5037|INTERDISCIPLINAR|Revista UNIABEU|B4|Atualizada em 2012
1519-5694|INTERDISCIPLINAR|Revista Uniandrade|B5|Atualizada em 2012
1415-3580|INTERDISCIPLINAR|Revista UNIARA|B4|Atualizada em 2012
1517-3275|INTERDISCIPLINAR|Revista UNIVAP|B4|Atualizada em 2012
1516-229X|INTERDISCIPLINAR|Revista Universidade de Franca|B5|Atualizada em 2012
1981-7428|INTERDISCIPLINAR|Revista Universidade Guarulhos. Geociências|B5|Atualizada em 2012
1809-3337|INTERDISCIPLINAR|Revista Universo Contábil|B3|Atualizada em 2012
1415-2789|INTERDISCIPLINAR|Revista UNIVILLE|B4|Atualizada em 2012
1519-6178|INTERDISCIPLINAR|Revista Urutágua|B5|Atualizada em 2012
0103-9989|INTERDISCIPLINAR|Revista USP|A2|Atualizada em 2012
0214-7246|INTERDISCIPLINAR|Revista Vasca de Derecho Procesal y Arbitraje|A2|Atualizada em 2012
1981-8203|INTERDISCIPLINAR|Revista Verde de Agroecologia e Desenvolvimento Sustentável|B4|Atualizada em 2012
1808-6764|INTERDISCIPLINAR|Revista Verde Grande (Unimontes)|B5|Atualizada em 2012
1809-0443|INTERDISCIPLINAR|Revista Versões|B3|Atualizada em 2012
2176-8129|INTERDISCIPLINAR|Revista Virtua|C|Atualizada em 2012
1982-6842|INTERDISCIPLINAR|Revista Virtual de Cultura Surda e Diversidade|B4|Atualizada em 2012
1678-8931|INTERDISCIPLINAR|Revista Virtual de Estudos da Linguagem|B2|Atualizada em 2012
1808-6535|INTERDISCIPLINAR|Revista Virtual de Gestão de Iniciativas Sociais|B5|Atualizada em 2012
1984-6835|INTERDISCIPLINAR|Revista Virtual de Química|B3|Atualizada em 2012
1519-6402|INTERDISCIPLINAR|Revista Visão Universitária|B5|Atualizada em 2012
1980-9921|INTERDISCIPLINAR|Revista Z Cultural (UFRJ)|B4|Atualizada em 2012
1980-2358|INTERDISCIPLINAR|Revista Zênite de Direito Administrativo e LRF-IDAF|C|Atualizada em 2012
1980-234X|INTERDISCIPLINAR|Revista Zênite de Licitações e Contratos-ILC|C|Atualizada em 2012
2175-2850|INTERDISCIPLINAR|RevIU. Revista Informação & Universidade|B3|Atualizada em 2012
0225-5189|INTERDISCIPLINAR|Revue Canadienne d'Études du Développement|B2|Atualizada em 2012
0992-499X|INTERDISCIPLINAR|Revue d'Intelligence Artificielle|B5|Atualizada em 2012
0303-240X|INTERDISCIPLINAR|Revue de l'Énergie|C|Atualizada em 2012
0035-1555|INTERDISCIPLINAR|Revue de Médecine Vétérinaire|B2|Atualizada em 2012
1247-4819|INTERDISCIPLINAR|Revue du MAUSS Semestrielle|B2|Atualizada em 2012
0035-3086|INTERDISCIPLINAR|Revue Générale de Droit|B5|Atualizada em 2012
1370-0731|INTERDISCIPLINAR|Revue Internationale de Politique Comparée (Imprimé)|B1|Atualizada em 2012
1645-0264|INTERDISCIPLINAR|RGE. Revista de Gestão e Economia|B5|Atualizada em 2012
1806-6720|INTERDISCIPLINAR|RGO. Revista de Gestão Organizacional (UNOCHAPECÓ. Impresso)|B3|Atualizada em 2012
0103-6971|INTERDISCIPLINAR|RGO. Revista Gaúcha de Odontologia|B3|Atualizada em 2012
1981-982X|INTERDISCIPLINAR|RGSA: Revista de Gestão Social e Ambiental|B2|Atualizada em 2012
0172-8172|INTERDISCIPLINAR|Rheumatology International (Berlin. Print)|B1|Atualizada em 2012
1980-7031|INTERDISCIPLINAR|RIC@. Revista Interdisciplinar Científica Aplicada|B4|Atualizada em 2012
1679-592X|INTERDISCIPLINAR|RILA. Revista de Integração Latino-Americana|B5|Atualizada em 2012
1982-6443|INTERDISCIPLINAR|Rio's International Journal on Sciences of Industrial and Systems Engineering and Management|B4|Atualizada em 2012
1577-239X|INTERDISCIPLINAR|RIPS. Revista de Investigacines Políticas y Sociológicas|B3|Atualizada em 2012
1679-3498|INTERDISCIPLINAR|Risco (São Carlos)|B2|Atualizada em 2012
1535-1459|INTERDISCIPLINAR|Rivers Research and Applications|A2|Atualizada em 2012
1408-7073|INTERDISCIPLINAR|RMZ. Materials and Geoenvironment|B3|Atualizada em 2012
1809-6948|INTERDISCIPLINAR|RNTI. Revista Negócios e Tecnologia da Informação|B5|Atualizada em 2012
0104-7914|INTERDISCIPLINAR|ROBRAC (Goiânia. Impresso)|B4|Atualizada em 2012
1981-3708|INTERDISCIPLINAR|ROBRAC  (Goiânia)|B4|Atualizada em 2012
0102-4531|INTERDISCIPLINAR|Rochas de Qualidade|B5|Atualizada em 2012
0370-6583|INTERDISCIPLINAR|Rodriguésia|B3|Atualizada em 2012
1809-1687|INTERDISCIPLINAR|RP em Revista|C|Atualizada em 2012
1807-1147|INTERDISCIPLINAR|RPA Brasil (Maringá)|B5|Atualizada em 2012
0104-5695|INTERDISCIPLINAR|RPG. Revista de Pos-Graduacao (USP)|B4|Atualizada em 2012
1679-9801|INTERDISCIPLINAR|RSBC. Revista-Sociedades Brasileiras de Câncer|B5|Atualizada em 2012
1806-7727|INTERDISCIPLINAR|RSBO. Revista Sul-Brasileira de Odontologia|B4|Atualizada em 2012
1677-0307|INTERDISCIPLINAR|RTE. Revista de Tecnologia Empresarial|C|Atualizada em 2012
1413-2109|INTERDISCIPLINAR|Rua (UNICAMP)|B1|Atualizada em 2012
0103-1651|INTERDISCIPLINAR|RUA. Revista de Arquitetura e Urbanismo|B3|Atualizada em 2012
1983-3725|INTERDISCIPLINAR|RUA. Revista Universitária do Audiovisual|B4|Atualizada em 2012
1982-677X|INTERDISCIPLINAR|Rumores (USP)|B3|Atualizada em 2012
1679-8864|INTERDISCIPLINAR|Rumos (João Pessoa)|B5|Atualizada em 2012
0036-0112|INTERDISCIPLINAR|Rural Sociology|B1|Atualizada em 2012
1980-1998|INTERDISCIPLINAR|Ruris (Campinas)|B4|Atualizada em 2012
0036-0244|INTERDISCIPLINAR|Russian Journal of Physical Chemistry|B2|Atualizada em 2012
1980-5160|INTERDISCIPLINAR|S & G. Sistemas & Gestão|B3|Atualizada em 2012
1980-5950|INTERDISCIPLINAR|Saber Acadêmico|B5|Atualizada em 2012
1982-792X|INTERDISCIPLINAR|Saber Científico|B4|Atualizada em 2012
0328-6584|INTERDISCIPLINAR|Saber y Tiempo|B5|Atualizada em 2012
1980-0002|INTERDISCIPLINAR|SaBios (Faculdade Integrado de Campo Mourão. Online)|B5|Atualizada em 2012
0148-7191|INTERDISCIPLINAR|SAE Technical Paper Series|B4|Atualizada em 2012
0104-8929|INTERDISCIPLINAR|Saeculum (UFPB)|B2|Atualizada em 2012
1982-0283|INTERDISCIPLINAR|Salto para o Futuro|B5|Atualizada em 2012
1518-3157|INTERDISCIPLINAR|Salto para o Futuro|B5|Atualizada em 2012
1669-2381|INTERDISCIPLINAR|Salud Colectiva|B1|Atualizada em 2012
0973-1121|INTERDISCIPLINAR|Samudra Report|B5|Atualizada em 2012
0104-7175|INTERDISCIPLINAR|Sanare (Curitiba)|B5|Atualizada em 2012
1676-8019|INTERDISCIPLINAR|Sanare (Sobral)|C|Atualizada em 2012
0103-7056|INTERDISCIPLINAR|Saneamento Ambiental|B2|Atualizada em 2012
1806-4779|INTERDISCIPLINAR|Saneas (São Paulo)|B5|Atualizada em 2012
1983-6023|INTERDISCIPLINAR|Sankofa (São Paulo)|B4|Atualizada em 2012
0102-8839|INTERDISCIPLINAR|São Paulo em Perspectiva|B1|Atualizada em 2012
1516-3180|INTERDISCIPLINAR|São Paulo Medical Journal|B1|Atualizada em 2012
1809-0915|INTERDISCIPLINAR|Sapiência (FAPEPI. Impresso)|B5|Atualizada em 2012
1677-7816|INTERDISCIPLINAR|Saráo : Memória e Vida Cultural de Campinas e Região (UNICAMP)|B5|Atualizada em 2012
2178-7085|INTERDISCIPLINAR|Saúde & Transformação Social / Health & Social Change|B4|Atualizada em 2012
0103-4499|INTERDISCIPLINAR|Saúde (Santa Maria)|B3|Atualizada em 2012
1806-3365|INTERDISCIPLINAR|Saúde Coletiva (Barueri)|B3|Atualizada em 2012
1808-1592|INTERDISCIPLINAR|Saúde e Direitos Humanos|B3|Atualizada em 2012
1983-1870|INTERDISCIPLINAR|Saúde e Pesquisa|B4|Atualizada em 2012
1984-0470|INTERDISCIPLINAR|Saúde e Sociedade|B1|Atualizada em 2012
0104-1290|INTERDISCIPLINAR|Saúde e Sociedade (USP. Impresso)|B1|Atualizada em 2012
0103-1104|INTERDISCIPLINAR|Saúde em Debate|B1|Atualizada em 2012
0871-0821|INTERDISCIPLINAR|Saúde em Revista|B4|Atualizada em 2012
1516-7356|INTERDISCIPLINAR|Saúde em Revista (UNIMEP)|B3|Atualizada em 2012
1808-2629|INTERDISCIPLINAR|Saúde Pública, Prevenção e Câncer (Saúde pública, prev. câncer)|C|Atualizada em 2012
1414-218X|INTERDISCIPLINAR|Saúde, Ética & Justiça|B4|Atualizada em 2012
1415-6547|INTERDISCIPLINAR|Saúde, Sexo e Educação|B4|Atualizada em 2012
1415-6512|INTERDISCIPLINAR|SBPN (São Paulo)|B5|Atualizada em 2012
1981-2264|INTERDISCIPLINAR|SBS Resenhas|B4|Atualizada em 2012
1365-3083|INTERDISCIPLINAR|Scandinavian Journal of Immunology|B1|Atualizada em 2012
0300-9475|INTERDISCIPLINAR|Scandinavian Journal of Immunology|B1|Atualizada em 2012
0036-5548|INTERDISCIPLINAR|Scandinavian Journal of Infectious Diseases|B1|Atualizada em 2012
0905-7188|INTERDISCIPLINAR|Scandinavian Journal of Medicine & Science in Sports|A2|Atualizada em 2012
1984-1655|INTERDISCIPLINAR|Schème: Revista Eletrônica de Psicologia e Epistemologia Genéticas|B3|Atualizada em 2012
0920-9964|INTERDISCIPLINAR|Schizophrenia Research|A1|Atualizada em 2012
1378-1863|INTERDISCIPLINAR|Science & Motricité (Belgique. Imprimé)|C|Atualizada em 2012
0302-3427|INTERDISCIPLINAR|Science & Public Policy|B2|Atualizada em 2012
0036-8075|INTERDISCIPLINAR|Science (New York, N.Y.)|A1|Atualizada em 2012
1095-9203|INTERDISCIPLINAR|Science (New York, N.Y.: Online)|A1|Atualizada em 2012
1471-5430|INTERDISCIPLINAR|Science and Public Policy|B2|Atualizada em 2012
0950-5431|INTERDISCIPLINAR|Science as Culture|B3|Atualizada em 2012
1777-0173|INTERDISCIPLINAR|Science Magazine (Paris)|B5|Atualizada em 2012
1947-2935|INTERDISCIPLINAR|Science of Advanced Materials|A2|Atualizada em 2012
0167-6423|INTERDISCIPLINAR|Science of Computer Programming|A2|Atualizada em 2012
0048-9697|INTERDISCIPLINAR|Science of the Total Environment|A1|Atualizada em 2012
0971-7218|INTERDISCIPLINAR|Science, Technology and Society|B1|Atualizada em 2012
1297-2258|INTERDISCIPLINAR|Sciences au Sud (Paris)|C|Atualizada em 2012
1168-1446|INTERDISCIPLINAR|Sciences de la Société (Toulouse)|B3|Atualizada em 2012
0104-1770|INTERDISCIPLINAR|Scientia (UNISINOS)|B5|Atualizada em 2012
1519-1125|INTERDISCIPLINAR|Scientia Agraria (UFPR. Impresso)|B4|Atualizada em 2012
0103-9016|INTERDISCIPLINAR|Scientia Agrícola (USP. Impresso)|A2|Atualizada em 2012
1984-4433|INTERDISCIPLINAR|Scientia Chromatographica|B5|Atualizada em 2012
1676-3815|INTERDISCIPLINAR|Scientia et SPES|C|Atualizada em 2012
1413-9324|INTERDISCIPLINAR|Scientia Forestalis (IPEF)|B2|Atualizada em 2012
0304-4238|INTERDISCIPLINAR|Scientia Horticulturae|B1|Atualizada em 2012
0870-8185|INTERDISCIPLINAR|Scientia Iuridica|B5|Atualizada em 2012
0214-8358|INTERDISCIPLINAR|Scientia Marina|B1|Atualizada em 2012
1813-0135|INTERDISCIPLINAR|Scientia Medica (La Paz)|B3|Atualizada em 2012
1806-5562|INTERDISCIPLINAR|Scientia Medica (PUCRS. Impresso)|B3|Atualizada em 2012
1808-2793|INTERDISCIPLINAR|Scientia Plena|B3|Atualizada em 2012
1415-3211|INTERDISCIPLINAR|Scientia Sexualis (UGF)|B5|Atualizada em 2012
1517-9729|INTERDISCIPLINAR|Scientia Una (FOCCA)|B5|Atualizada em 2012
1678-3166|INTERDISCIPLINAR|Scientiae Studia (USP)|A2|Atualizada em 2012
2176-123X|INTERDISCIPLINAR|Scientiarum Historia - Encontro Luso-Brasileiro de História da Ciência|C|Atualizada em 2012
1676-9791|INTERDISCIPLINAR|Scientific American Brasil|B3|Atualizada em 2012
0138-9130|INTERDISCIPLINAR|Scientometrics|A1|Atualizada em 2012
1806-6526|INTERDISCIPLINAR|Scintilla (FFSB)|B5|Atualizada em 2012
1135-3716|INTERDISCIPLINAR|Scire (Zaragoza)|B3|Atualizada em 2012
0973-3167|INTERDISCIPLINAR|SCMS Journal of Indian Management|C|Atualizada em 2012
1516-4039|INTERDISCIPLINAR|Scripta (PUCMG)|B1|Atualizada em 2012
1359-6462|INTERDISCIPLINAR|Scripta Materialia|A1|Atualizada em 2012
